educ,age,inc_q,emp_in,mobileowner,internetaccess,account,female
2,54,3,1,1,1,1,1
2,25,4,2,1,1,1,0
2,20,4,2,1,1,0,1
2,26,4,1,1,1,0,1
1,15,4,1,1,1,0,0
3,21,1,2,1,1,0,1
2,23,3,1,1,2,1,0
2,52,3,1,1,2,1,0
2,47,2,1,1,1,1,1
2,52,1,1,1,2,1,1
2,29,5,1,1,1,1,0
2,43,4,1,1,1,1,0
1,25,2,1,1,1,1,1
2,33,4,1,1,1,1,0
2,28,3,2,1,2,0,0
1,33,1,1,1,1,1,0
2,21,3,1,1,2,1,0
3,25,3,1,1,1,1,1
1,58,5,1,1,2,1,0
2,34,4,1,1,1,1,1
2,50,4,2,1,1,0,0
2,53,3,1,1,2,1,0
3,35,5,1,1,1,1,1
1,60,3,1,1,2,1,1
2,42,2,2,1,1,1,0
2,66,4,1,1,1,1,0
2,24,5,1,1,1,1,0
2,45,3,1,1,1,1,1
2,75,5,2,1,2,1,1
3,69,5,1,2,2,1,0
2,50,4,1,1,1,1,0
2,58,2,1,1,2,0,0
1,76,1,2,2,2,0,0
2,19,5,1,1,1,1,1
2,31,4,2,1,1,0,0
2,17,2,1,1,2,0,0
1,34,1,1,2,2,0,1
2,30,4,2,1,1,1,0
2,18,4,1,1,1,0,1
1,73,4,1,2,2,1,1
2,29,4,1,1,1,1,0
2,15,3,1,1,2,0,0
2,44,3,2,1,1,0,0
3,47,5,1,1,1,1,0
2,41,5,1,1,1,1,1
2,39,4,1,1,1,0,0
2,30,5,1,1,1,1,1
2,44,2,2,1,2,0,0
2,31,3,1,1,1,0,0
2,43,3,1,1,1,1,0
2,16,4,2,1,1,0,0
2,75,5,2,1,2,0,1
2,21,4,1,1,1,1,0
2,42,3,1,1,2,0,0
2,36,2,1,1,1,1,0
2,50,3,1,1,2,0,1
2,47,1,2,1,2,0,0
2,39,2,1,1,2,1,0
2,63,1,1,1,2,0,0
2,36,3,2,1,1,1,0
2,18,5,2,1,1,1,1
2,38,5,1,1,1,1,0
2,22,3,2,1,1,0,0
2,60,1,1,2,2,0,1
2,47,1,2,1,1,1,0
2,37,2,1,1,1,1,0
2,28,4,1,1,1,1,0
2,24,1,1,1,1,0,1
3,34,5,1,1,1,1,0
1,51,2,1,2,2,1,1
2,28,2,1,1,1,1,0
2,27,2,1,2,1,1,1
2,68,1,1,1,2,0,1
2,29,3,2,1,1,1,0
2,18,3,1,1,2,1,1
2,44,1,1,1,1,0,1
1,48,2,1,1,2,0,1
2,31,4,1,1,1,0,0
3,39,4,1,1,1,1,0
2,69,5,1,2,2,1,1
1,60,1,2,1,2,0,0
1,29,1,1,1,2,1,0
2,53,5,1,1,1,0,1
2,36,3,1,1,1,1,1
1,73,2,2,1,2,0,0
3,35,5,1,1,1,1,0
2,17,1,2,1,1,0,0
2,75,5,2,1,1,1,0
2,31,4,1,1,1,0,0
2,30,2,1,1,2,1,1
1,59,2,1,1,2,1,1
2,42,1,1,1,1,0,0
2,29,2,1,1,1,1,0
2,17,1,1,1,1,0,0
1,67,2,2,1,2,1,1
2,25,3,1,1,1,1,1
1,57,3,1,1,2,0,0
2,47,3,2,1,1,1,0
2,24,5,1,1,1,1,1
2,29,4,2,1,1,1,0
3,33,2,1,1,1,1,0
2,25,5,1,1,1,1,1
2,22,3,1,1,1,1,0
2,48,1,2,1,2,1,0
2,43,5,1,1,1,1,1
2,59,3,2,1,1,1,0
2,20,5,1,1,1,1,1
2,20,2,1,1,1,1,0
2,40,3,2,1,1,0,0
2,47,3,2,1,2,0,0
2,30,4,1,1,1,1,1
3,25,5,1,1,1,1,0
2,32,4,1,1,1,1,1
2,39,4,1,1,1,1,0
2,34,4,1,1,1,1,1
1,48,5,1,1,1,1,0
2,51,4,2,1,2,0,0
2,18,3,2,1,2,0,0
2,45,3,1,1,2,0,0
2,47,5,1,1,2,1,0
2,18,3,2,1,1,0,0
1,34,3,1,1,1,1,0
1,58,3,1,1,2,1,1
2,42,5,1,1,1,1,0
2,33,1,1,1,1,1,0
3,25,5,1,1,1,1,0
3,28,3,1,1,1,1,0
2,35,1,2,2,2,1,0
2,50,5,1,1,1,0,1
2,47,3,2,1,2,1,0
2,37,5,1,1,1,1,0
1,86,3,2,1,2,1,1
2,40,4,1,1,1,0,0
